path,mask,sex,age,id
../input/data/train/images/000010_female_Asian_58/mask3.jpg,0,1,1,000010
../input/data/train/images/000010_female_Asian_58/normal.jpg,2,1,1,000010
../input/data/train/images/000010_female_Asian_58/mask1.jpg,0,1,1,000010
../input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,1,0,1,000012
../input/data/train/images/000012_male_Asian_57/mask5.jpg,0,0,1,000012
../input/data/train/images/000012_male_Asian_57/mask4.jpg,0,0,1,000012
../input/data/train/images/000012_male_Asian_57/mask2.jpg,0,0,1,000012
../input/data/train/images/000012_male_Asian_57/mask3.jpg,0,0,1,000012
../input/data/train/images/000012_male_Asian_57/normal.jpg,2,0,1,000012
../input/data/train/images/000012_male_Asian_57/mask1.jpg,0,0,1,000012
../input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,1,1,1,000014
../input/data/train/images/000014_female_Asian_58/mask5.jpg,0,1,1,000014
../input/data/train/images/000014_female_Asian_58/mask4.jpg,0,1,1,000014
../input/data/train/images/000014_female_Asian_58/mask2.jpg,0,1,1,000014
../input/data/train/images/000014_female_Asian_58/mask3.jpg,0,1,1,000014
../input/data/train/images/000014_female_Asian_58/normal.jpg,2,1,1,000014
../input/data/train/images/000014_female_Asian_58/mask1.jpg,0,1,1,000014
../input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,1,0,1,000015
../input/data/train/images/000015_male_Asian_55/mask5.jpg,0,0,1,000015
../input/data/train/images/000015_male_Asian_55/mask4.jpg,0,0,1,000015
../input/data/train/images/000015_male_Asian_55/mask2.jpg,0,0,1,000015
../input/data/train/images/000015_male_Asian_55/mask3.jpg,0,0,1,000015
../input/data/train/images/000015_male_Asian_55/normal.jpg,2,0,1,000015
../input/data/train/images/000015_male_Asian_55/mask1.jpg,0,0,1,000015
../input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,1,1,1,000016
../input/data/train/images/000016_female_Asian_58/mask5.jpg,0,1,1,000016
../input/data/train/images/000016_female_Asian_58/mask4.jpg,0,1,1,000016
../input/data/train/images/000016_female_Asian_58/mask2.jpg,0,1,1,000016
../input/data/train/images/000016_female_Asian_58/mask3.jpg,0,1,1,000016
../input/data/train/images/000016_female_Asian_58/normal.jpg,2,1,1,000016
../input/data/train/images/000016_female_Asian_58/mask1.jpg,0,1,1,000016
../input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,1,1,1,000018
../input/data/train/images/000018_female_Asian_59/mask5.jpg,0,1,1,000018
../input/data/train/images/000018_female_Asian_59/mask4.jpg,0,1,1,000018
../input/data/train/images/000018_female_Asian_59/mask2.jpg,0,1,1,000018
../input/data/train/images/000018_female_Asian_59/mask3.jpg,0,1,1,000018
../input/data/train/images/000018_female_Asian_59/normal.jpg,2,1,1,000018
../input/data/train/images/000018_female_Asian_59/mask1.jpg,0,1,1,000018
../input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,1,1,1,000019
../input/data/train/images/000019_female_Asian_57/mask5.jpg,0,1,1,000019
../input/data/train/images/000019_female_Asian_57/mask4.jpg,0,1,1,000019
../input/data/train/images/000019_female_Asian_57/mask2.jpg,0,1,1,000019
../input/data/train/images/000019_female_Asian_57/mask3.jpg,0,1,1,000019
../input/data/train/images/000019_female_Asian_57/normal.jpg,2,1,1,000019
../input/data/train/images/000019_female_Asian_57/mask1.jpg,0,1,1,000019
../input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,1,1,1,000020
../input/data/train/images/000020_female_Asian_50/mask5.jpg,0,1,1,000020
../input/data/train/images/000020_female_Asian_50/mask4.jpg,0,1,1,000020
../input/data/train/images/000020_female_Asian_50/mask2.jpg,0,1,1,000020
../input/data/train/images/000020_female_Asian_50/mask3.jpg,0,1,1,000020
../input/data/train/images/000020_female_Asian_50/normal.jpg,2,1,1,000020
../input/data/train/images/000020_female_Asian_50/mask1.jpg,0,1,1,000020
../input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,1,1,1,000021
../input/data/train/images/000021_female_Asian_54/mask5.jpg,0,1,1,000021
../input/data/train/images/000021_female_Asian_54/mask4.jpg,0,1,1,000021
../input/data/train/images/000021_female_Asian_54/mask2.jpg,0,1,1,000021
../input/data/train/images/000021_female_Asian_54/mask3.jpg,0,1,1,000021
../input/data/train/images/000021_female_Asian_54/normal.jpg,2,1,1,000021
../input/data/train/images/000021_female_Asian_54/mask1.jpg,0,1,1,000021
../input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,1,1,1,000022
../input/data/train/images/000022_female_Asian_58/mask5.jpg,0,1,1,000022
../input/data/train/images/000022_female_Asian_58/mask4.jpg,0,1,1,000022
../input/data/train/images/000022_female_Asian_58/mask2.jpg,0,1,1,000022
../input/data/train/images/000022_female_Asian_58/mask3.jpg,0,1,1,000022
../input/data/train/images/000022_female_Asian_58/normal.jpg,2,1,1,000022
../input/data/train/images/000022_female_Asian_58/mask1.jpg,0,1,1,000022
../input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,1,1,1,000023
../input/data/train/images/000023_female_Asian_55/mask5.jpg,0,1,1,000023
../input/data/train/images/000023_female_Asian_55/mask4.jpg,0,1,1,000023
../input/data/train/images/000023_female_Asian_55/mask2.jpg,0,1,1,000023
../input/data/train/images/000023_female_Asian_55/mask3.jpg,0,1,1,000023
../input/data/train/images/000023_female_Asian_55/normal.jpg,2,1,1,000023
../input/data/train/images/000023_female_Asian_55/mask1.jpg,0,1,1,000023
../input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,1,1,1,000024
../input/data/train/images/000024_female_Asian_58/mask5.jpg,0,1,1,000024
../input/data/train/images/000024_female_Asian_58/mask4.jpg,0,1,1,000024
../input/data/train/images/000024_female_Asian_58/mask2.jpg,0,1,1,000024
../input/data/train/images/000024_female_Asian_58/mask3.jpg,0,1,1,000024
../input/data/train/images/000024_female_Asian_58/normal.jpg,2,1,1,000024
../input/data/train/images/000024_female_Asian_58/mask1.jpg,0,1,1,000024
../input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,1,1,1,000025
../input/data/train/images/000025_female_Asian_49/mask5.jpg,0,1,1,000025
../input/data/train/images/000025_female_Asian_49/mask4.jpg,0,1,1,000025
../input/data/train/images/000025_female_Asian_49/mask2.jpg,0,1,1,000025
../input/data/train/images/000025_female_Asian_49/mask3.jpg,0,1,1,000025
../input/data/train/images/000025_female_Asian_49/normal.jpg,2,1,1,000025
../input/data/train/images/000025_female_Asian_49/mask1.jpg,0,1,1,000025
../input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,1,1,1,000026
../input/data/train/images/000026_female_Asian_56/mask5.jpg,0,1,1,000026
../input/data/train/images/000026_female_Asian_56/mask4.jpg,0,1,1,000026
../input/data/train/images/000026_female_Asian_56/mask2.jpg,0,1,1,000026
../input/data/train/images/000026_female_Asian_56/mask3.jpg,0,1,1,000026
../input/data/train/images/000026_female_Asian_56/normal.jpg,2,1,1,000026
../input/data/train/images/000026_female_Asian_56/mask1.jpg,0,1,1,000026
../input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,1,1,1,000028
../input/data/train/images/000028_female_Asian_58/mask5.jpg,0,1,1,000028
../input/data/train/images/000028_female_Asian_58/mask4.jpg,0,1,1,000028
../input/data/train/images/000028_female_Asian_58/mask2.jpg,0,1,1,000028
../input/data/train/images/000028_female_Asian_58/mask3.jpg,0,1,1,000028
../input/data/train/images/000028_female_Asian_58/normal.jpg,2,1,1,000028
../input/data/train/images/000028_female_Asian_58/mask1.jpg,0,1,1,000028
../input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,1,1,1,000029
../input/data/train/images/000029_female_Asian_58/mask5.jpg,0,1,1,000029
../input/data/train/images/000029_female_Asian_58/mask4.jpg,0,1,1,000029
../input/data/train/images/000029_female_Asian_58/mask2.jpg,0,1,1,000029
../input/data/train/images/000029_female_Asian_58/mask3.jpg,0,1,1,000029
../input/data/train/images/000029_female_Asian_58/normal.jpg,2,1,1,000029
../input/data/train/images/000029_female_Asian_58/mask1.jpg,0,1,1,000029
../input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,1,1,1,000030
../input/data/train/images/000030_female_Asian_55/mask5.jpg,0,1,1,000030
../input/data/train/images/000030_female_Asian_55/mask4.jpg,0,1,1,000030
../input/data/train/images/000030_female_Asian_55/mask2.jpg,0,1,1,000030
../input/data/train/images/000030_female_Asian_55/mask3.jpg,0,1,1,000030
../input/data/train/images/000030_female_Asian_55/normal.jpg,2,1,1,000030
../input/data/train/images/000030_female_Asian_55/mask1.jpg,0,1,1,000030
../input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,1,1,1,000031
../input/data/train/images/000031_female_Asian_54/mask5.jpg,0,1,1,000031
../input/data/train/images/000031_female_Asian_54/mask4.jpg,0,1,1,000031
../input/data/train/images/000031_female_Asian_54/mask2.jpg,0,1,1,000031
../input/data/train/images/000031_female_Asian_54/mask3.jpg,0,1,1,000031
../input/data/train/images/000031_female_Asian_54/normal.jpg,2,1,1,000031
../input/data/train/images/000031_female_Asian_54/mask1.jpg,0,1,1,000031
../input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,1,0,1,000033
../input/data/train/images/000033_male_Asian_57/mask5.jpg,0,0,1,000033
../input/data/train/images/000033_male_Asian_57/mask4.jpg,0,0,1,000033
../input/data/train/images/000033_male_Asian_57/mask2.jpg,0,0,1,000033
../input/data/train/images/000033_male_Asian_57/mask3.jpg,0,0,1,000033
../input/data/train/images/000033_male_Asian_57/normal.jpg,2,0,1,000033
../input/data/train/images/000033_male_Asian_57/mask1.jpg,0,0,1,000033
../input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,1,1,1,000034
../input/data/train/images/000034_female_Asian_55/mask5.jpg,0,1,1,000034
../input/data/train/images/000034_female_Asian_55/mask4.jpg,0,1,1,000034
../input/data/train/images/000034_female_Asian_55/mask2.jpg,0,1,1,000034
../input/data/train/images/000034_female_Asian_55/mask3.jpg,0,1,1,000034
../input/data/train/images/000034_female_Asian_55/normal.jpg,2,1,1,000034
../input/data/train/images/000034_female_Asian_55/mask1.jpg,0,1,1,000034
../input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,1,1,1,000036
../input/data/train/images/000036_female_Asian_58/mask5.jpg,0,1,1,000036
../input/data/train/images/000036_female_Asian_58/mask4.jpg,0,1,1,000036
../input/data/train/images/000036_female_Asian_58/mask2.jpg,0,1,1,000036
../input/data/train/images/000036_female_Asian_58/mask3.jpg,0,1,1,000036
../input/data/train/images/000036_female_Asian_58/normal.jpg,2,1,1,000036
../input/data/train/images/000036_female_Asian_58/mask1.jpg,0,1,1,000036
../input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,1,1,1,000037
../input/data/train/images/000037_female_Asian_58/mask5.jpg,0,1,1,000037
../input/data/train/images/000037_female_Asian_58/mask4.jpg,0,1,1,000037
../input/data/train/images/000037_female_Asian_58/mask2.jpg,0,1,1,000037
../input/data/train/images/000037_female_Asian_58/mask3.jpg,0,1,1,000037
../input/data/train/images/000037_female_Asian_58/normal.jpg,2,1,1,000037
../input/data/train/images/000037_female_Asian_58/mask1.jpg,0,1,1,000037
../input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,1,1,1,000038
../input/data/train/images/000038_female_Asian_58/mask5.jpg,0,1,1,000038
../input/data/train/images/000038_female_Asian_58/mask4.jpg,0,1,1,000038
../input/data/train/images/000038_female_Asian_58/mask2.jpg,0,1,1,000038
../input/data/train/images/000038_female_Asian_58/mask3.jpg,0,1,1,000038
../input/data/train/images/000038_female_Asian_58/normal.jpg,2,1,1,000038
../input/data/train/images/000038_female_Asian_58/mask1.jpg,0,1,1,000038
../input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,1,1,1,000039
../input/data/train/images/000039_female_Asian_57/mask5.jpg,0,1,1,000039
../input/data/train/images/000039_female_Asian_57/mask4.jpg,0,1,1,000039
../input/data/train/images/000039_female_Asian_57/mask2.jpg,0,1,1,000039
../input/data/train/images/000039_female_Asian_57/mask3.jpg,0,1,1,000039
../input/data/train/images/000039_female_Asian_57/normal.jpg,2,1,1,000039
../input/data/train/images/000039_female_Asian_57/mask1.jpg,0,1,1,000039
../input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,1,1,1,000040
../input/data/train/images/000040_female_Asian_57/mask5.jpg,0,1,1,000040
../input/data/train/images/000040_female_Asian_57/mask4.jpg,0,1,1,000040
../input/data/train/images/000040_female_Asian_57/mask2.jpg,0,1,1,000040
../input/data/train/images/000040_female_Asian_57/mask3.jpg,0,1,1,000040
../input/data/train/images/000040_female_Asian_57/normal.jpg,2,1,1,000040
../input/data/train/images/000040_female_Asian_57/mask1.jpg,0,1,1,000040
../input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,1,1,1,000041
../input/data/train/images/000041_female_Asian_58/mask5.jpg,0,1,1,000041
../input/data/train/images/000041_female_Asian_58/mask4.jpg,0,1,1,000041
../input/data/train/images/000041_female_Asian_58/mask2.jpg,0,1,1,000041
../input/data/train/images/000041_female_Asian_58/mask3.jpg,0,1,1,000041
../input/data/train/images/000041_female_Asian_58/normal.jpg,2,1,1,000041
../input/data/train/images/000041_female_Asian_58/mask1.jpg,0,1,1,000041
../input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,1,0,1,000043
../input/data/train/images/000043_male_Asian_56/mask5.jpg,0,0,1,000043
../input/data/train/images/000043_male_Asian_56/mask4.jpg,0,0,1,000043
../input/data/train/images/000043_male_Asian_56/mask2.jpg,0,0,1,000043
../input/data/train/images/000043_male_Asian_56/mask3.jpg,0,0,1,000043
../input/data/train/images/000043_male_Asian_56/normal.jpg,2,0,1,000043
../input/data/train/images/000043_male_Asian_56/mask1.jpg,0,0,1,000043
../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,1,1,1,000044
../input/data/train/images/000044_female_Asian_58/mask5.jpg,0,1,1,000044
../input/data/train/images/000044_female_Asian_58/mask4.jpg,0,1,1,000044
../input/data/train/images/000044_female_Asian_58/mask2.jpg,0,1,1,000044
../input/data/train/images/000044_female_Asian_58/mask3.jpg,0,1,1,000044
../input/data/train/images/000044_female_Asian_58/normal.jpg,2,1,1,000044
../input/data/train/images/000044_female_Asian_58/mask1.jpg,0,1,1,000044
../input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,1,1,1,000045
../input/data/train/images/000045_female_Asian_56/mask5.jpg,0,1,1,000045
../input/data/train/images/000045_female_Asian_56/mask4.jpg,0,1,1,000045
../input/data/train/images/000045_female_Asian_56/mask2.jpg,0,1,1,000045
../input/data/train/images/000045_female_Asian_56/mask3.jpg,0,1,1,000045
../input/data/train/images/000045_female_Asian_56/normal.jpg,2,1,1,000045
../input/data/train/images/000045_female_Asian_56/mask1.jpg,0,1,1,000045
../input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,1,0,1,000046
../input/data/train/images/000046_male_Asian_55/mask5.jpg,0,0,1,000046
../input/data/train/images/000046_male_Asian_55/mask4.jpg,0,0,1,000046
../input/data/train/images/000046_male_Asian_55/mask2.jpg,0,0,1,000046
../input/data/train/images/000046_male_Asian_55/mask3.jpg,0,0,1,000046
../input/data/train/images/000046_male_Asian_55/normal.jpg,2,0,1,000046
../input/data/train/images/000046_male_Asian_55/mask1.jpg,0,0,1,000046
../input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,1,0,1,000047
../input/data/train/images/000047_male_Asian_58/mask5.jpg,0,0,1,000047
../input/data/train/images/000047_male_Asian_58/mask4.jpg,0,0,1,000047
../input/data/train/images/000047_male_Asian_58/mask2.jpg,0,0,1,000047
../input/data/train/images/000047_male_Asian_58/mask3.jpg,0,0,1,000047
../input/data/train/images/000047_male_Asian_58/normal.jpg,2,0,1,000047
../input/data/train/images/000047_male_Asian_58/mask1.jpg,0,0,1,000047
../input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,1,1,1,000048
../input/data/train/images/000048_female_Asian_57/mask5.jpg,0,1,1,000048
../input/data/train/images/000048_female_Asian_57/mask4.jpg,0,1,1,000048
../input/data/train/images/000048_female_Asian_57/mask2.jpg,0,1,1,000048
../input/data/train/images/000048_female_Asian_57/mask3.jpg,0,1,1,000048
../input/data/train/images/000048_female_Asian_57/normal.jpg,2,1,1,000048
../input/data/train/images/000048_female_Asian_57/mask1.jpg,0,1,1,000048
../input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,1,1,1,000062
../input/data/train/images/000062_female_Asian_55/mask5.jpg,0,1,1,000062
../input/data/train/images/000062_female_Asian_55/mask4.jpg,0,1,1,000062
../input/data/train/images/000062_female_Asian_55/mask2.jpg,0,1,1,000062
../input/data/train/images/000062_female_Asian_55/mask3.jpg,0,1,1,000062
../input/data/train/images/000062_female_Asian_55/normal.jpg,2,1,1,000062
../input/data/train/images/000062_female_Asian_55/mask1.jpg,0,1,1,000062
../input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,1,0,1,000064
../input/data/train/images/000064_male_Asian_59/mask5.jpg,0,0,1,000064
../input/data/train/images/000064_male_Asian_59/mask4.jpg,0,0,1,000064
../input/data/train/images/000064_male_Asian_59/mask2.jpg,0,0,1,000064
../input/data/train/images/000064_male_Asian_59/mask3.jpg,0,0,1,000064
../input/data/train/images/000064_male_Asian_59/normal.jpg,2,0,1,000064
../input/data/train/images/000064_male_Asian_59/mask1.jpg,0,0,1,000064
../input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,1,1,1,000066
../input/data/train/images/000066_female_Asian_53/mask5.jpg,0,1,1,000066
../input/data/train/images/000066_female_Asian_53/mask4.jpg,0,1,1,000066
../input/data/train/images/000066_female_Asian_53/mask2.jpg,0,1,1,000066
../input/data/train/images/000066_female_Asian_53/mask3.jpg,0,1,1,000066
../input/data/train/images/000066_female_Asian_53/normal.jpg,2,1,1,000066
../input/data/train/images/000066_female_Asian_53/mask1.jpg,0,1,1,000066
../input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,1,1,1,000067
../input/data/train/images/000067_female_Asian_54/mask5.jpg,0,1,1,000067
../input/data/train/images/000067_female_Asian_54/mask4.jpg,0,1,1,000067
../input/data/train/images/000067_female_Asian_54/mask2.jpg,0,1,1,000067
../input/data/train/images/000067_female_Asian_54/mask3.jpg,0,1,1,000067
../input/data/train/images/000067_female_Asian_54/normal.jpg,2,1,1,000067
../input/data/train/images/000067_female_Asian_54/mask1.jpg,0,1,1,000067
../input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,1,1,1,000069
../input/data/train/images/000069_female_Asian_54/mask5.jpg,0,1,1,000069
../input/data/train/images/000069_female_Asian_54/mask4.jpg,0,1,1,000069
../input/data/train/images/000069_female_Asian_54/mask2.jpg,0,1,1,000069
../input/data/train/images/000069_female_Asian_54/mask3.jpg,0,1,1,000069
../input/data/train/images/000069_female_Asian_54/normal.jpg,2,1,1,000069
../input/data/train/images/000069_female_Asian_54/mask1.jpg,0,1,1,000069
../input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg,1,1,1,000070
../input/data/train/images/000070_female_Asian_58/mask5.jpg,0,1,1,000070
../input/data/train/images/000070_female_Asian_58/mask4.jpg,0,1,1,000070
../input/data/train/images/000070_female_Asian_58/mask2.jpg,0,1,1,000070
../input/data/train/images/000070_female_Asian_58/mask3.jpg,0,1,1,000070
../input/data/train/images/000070_female_Asian_58/normal.jpg,2,1,1,000070
../input/data/train/images/000070_female_Asian_58/mask1.jpg,0,1,1,000070
../input/data/train/images/000071_female_Asian_56/incorrect_mask.jpg,1,1,1,000071
../input/data/train/images/000071_female_Asian_56/mask5.jpg,0,1,1,000071
../input/data/train/images/000071_female_Asian_56/mask4.jpg,0,1,1,000071
../input/data/train/images/000071_female_Asian_56/mask2.jpg,0,1,1,000071
../input/data/train/images/000071_female_Asian_56/mask3.jpg,0,1,1,000071
../input/data/train/images/000071_female_Asian_56/normal.jpg,2,1,1,000071
../input/data/train/images/000071_female_Asian_56/mask1.jpg,0,1,1,000071
../input/data/train/images/000073_female_Asian_52/incorrect_mask.jpg,1,1,1,000073
../input/data/train/images/000073_female_Asian_52/mask5.jpg,0,1,1,000073
../input/data/train/images/000073_female_Asian_52/mask4.jpg,0,1,1,000073
../input/data/train/images/000073_female_Asian_52/mask2.jpg,0,1,1,000073
../input/data/train/images/000073_female_Asian_52/mask3.jpg,0,1,1,000073
../input/data/train/images/000073_female_Asian_52/normal.jpg,2,1,1,000073
../input/data/train/images/000073_female_Asian_52/mask1.jpg,0,1,1,000073
../input/data/train/images/000075_female_Asian_56/incorrect_mask.jpg,1,1,1,000075
../input/data/train/images/000075_female_Asian_56/mask5.jpg,0,1,1,000075
../input/data/train/images/000075_female_Asian_56/mask4.jpg,0,1,1,000075
../input/data/train/images/000075_female_Asian_56/mask2.jpg,0,1,1,000075
../input/data/train/images/000075_female_Asian_56/mask3.jpg,0,1,1,000075
../input/data/train/images/000075_female_Asian_56/normal.jpg,2,1,1,000075
../input/data/train/images/000075_female_Asian_56/mask1.jpg,0,1,1,000075
../input/data/train/images/000077_male_Asian_59/incorrect_mask.jpg,1,0,1,000077
../input/data/train/images/000077_male_Asian_59/mask5.jpg,0,0,1,000077
../input/data/train/images/000077_male_Asian_59/mask4.jpg,0,0,1,000077
../input/data/train/images/000077_male_Asian_59/mask2.jpg,0,0,1,000077
../input/data/train/images/000077_male_Asian_59/mask3.jpg,0,0,1,000077
../input/data/train/images/000077_male_Asian_59/normal.jpg,2,0,1,000077
../input/data/train/images/000077_male_Asian_59/mask1.jpg,0,0,1,000077
../input/data/train/images/000078_female_Asian_55/incorrect_mask.jpg,1,1,1,000078
../input/data/train/images/000078_female_Asian_55/mask5.jpg,0,1,1,000078
../input/data/train/images/000078_female_Asian_55/mask4.jpg,0,1,1,000078
../input/data/train/images/000078_female_Asian_55/mask2.jpg,0,1,1,000078
../input/data/train/images/000078_female_Asian_55/mask3.jpg,0,1,1,000078
../input/data/train/images/000078_female_Asian_55/normal.jpg,2,1,1,000078
../input/data/train/images/000078_female_Asian_55/mask1.jpg,0,1,1,000078
../input/data/train/images/000079_female_Asian_57/incorrect_mask.jpg,1,1,1,000079
../input/data/train/images/000079_female_Asian_57/mask5.jpg,0,1,1,000079
../input/data/train/images/000079_female_Asian_57/mask4.jpg,0,1,1,000079
../input/data/train/images/000079_female_Asian_57/mask2.jpg,0,1,1,000079
../input/data/train/images/000079_female_Asian_57/mask3.jpg,0,1,1,000079
../input/data/train/images/000079_female_Asian_57/normal.jpg,2,1,1,000079
../input/data/train/images/000079_female_Asian_57/mask1.jpg,0,1,1,000079
../input/data/train/images/000080_female_Asian_57/incorrect_mask.jpg,1,1,1,000080
../input/data/train/images/000080_female_Asian_57/mask5.jpg,0,1,1,000080
../input/data/train/images/000080_female_Asian_57/mask4.jpg,0,1,1,000080
../input/data/train/images/000080_female_Asian_57/mask2.jpg,0,1,1,000080
../input/data/train/images/000080_female_Asian_57/mask3.jpg,0,1,1,000080
../input/data/train/images/000080_female_Asian_57/normal.jpg,2,1,1,000080
../input/data/train/images/000080_female_Asian_57/mask1.jpg,0,1,1,000080
../input/data/train/images/000206_female_Asian_57/incorrect_mask.jpg,1,1,1,000206
../input/data/train/images/000206_female_Asian_57/mask5.jpg,0,1,1,000206
