,path,mask,sex,age
41,../input/data/train/images/000007_female_Asian_58/mask1.jpg,0,1,1
42,../input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,1,1,1
43,../input/data/train/images/000008_female_Asian_58/mask5.jpg,0,1,1
44,../input/data/train/images/000008_female_Asian_58/mask4.jpg,0,1,1
45,../input/data/train/images/000008_female_Asian_58/mask2.jpg,0,1,1
46,../input/data/train/images/000008_female_Asian_58/mask3.jpg,0,1,1
47,../input/data/train/images/000008_female_Asian_58/normal.jpg,2,1,1
48,../input/data/train/images/000008_female_Asian_58/mask1.jpg,0,1,1
49,../input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,1,1,1
50,../input/data/train/images/000009_female_Asian_56/mask5.jpg,0,1,1
51,../input/data/train/images/000009_female_Asian_56/mask4.jpg,0,1,1
52,../input/data/train/images/000009_female_Asian_56/mask2.jpg,0,1,1
53,../input/data/train/images/000009_female_Asian_56/mask3.jpg,0,1,1
54,../input/data/train/images/000009_female_Asian_56/normal.jpg,2,1,1
55,../input/data/train/images/000009_female_Asian_56/mask1.jpg,0,1,1
56,../input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,1,1,1
57,../input/data/train/images/000010_female_Asian_58/mask5.jpg,0,1,1
58,../input/data/train/images/000010_female_Asian_58/mask4.jpg,0,1,1
59,../input/data/train/images/000010_female_Asian_58/mask2.jpg,0,1,1
60,../input/data/train/images/000010_female_Asian_58/mask3.jpg,0,1,1
61,../input/data/train/images/000010_female_Asian_58/normal.jpg,2,1,1
62,../input/data/train/images/000010_female_Asian_58/mask1.jpg,0,1,1
63,../input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,1,0,1
64,../input/data/train/images/000012_male_Asian_57/mask5.jpg,0,0,1
65,../input/data/train/images/000012_male_Asian_57/mask4.jpg,0,0,1
66,../input/data/train/images/000012_male_Asian_57/mask2.jpg,0,0,1
67,../input/data/train/images/000012_male_Asian_57/mask3.jpg,0,0,1
68,../input/data/train/images/000012_male_Asian_57/normal.jpg,2,0,1
69,../input/data/train/images/000012_male_Asian_57/mask1.jpg,0,0,1
70,../input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,1,1,1
71,../input/data/train/images/000014_female_Asian_58/mask5.jpg,0,1,1
72,../input/data/train/images/000014_female_Asian_58/mask4.jpg,0,1,1
73,../input/data/train/images/000014_female_Asian_58/mask2.jpg,0,1,1
74,../input/data/train/images/000014_female_Asian_58/mask3.jpg,0,1,1
75,../input/data/train/images/000014_female_Asian_58/normal.jpg,2,1,1
76,../input/data/train/images/000014_female_Asian_58/mask1.jpg,0,1,1
77,../input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,1,0,1
78,../input/data/train/images/000015_male_Asian_55/mask5.jpg,0,0,1
79,../input/data/train/images/000015_male_Asian_55/mask4.jpg,0,0,1
80,../input/data/train/images/000015_male_Asian_55/mask2.jpg,0,0,1
81,../input/data/train/images/000015_male_Asian_55/mask3.jpg,0,0,1
82,../input/data/train/images/000015_male_Asian_55/normal.jpg,2,0,1
83,../input/data/train/images/000015_male_Asian_55/mask1.jpg,0,0,1
84,../input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,1,1,1
85,../input/data/train/images/000016_female_Asian_58/mask5.jpg,0,1,1
86,../input/data/train/images/000016_female_Asian_58/mask4.jpg,0,1,1
87,../input/data/train/images/000016_female_Asian_58/mask2.jpg,0,1,1
88,../input/data/train/images/000016_female_Asian_58/mask3.jpg,0,1,1
89,../input/data/train/images/000016_female_Asian_58/normal.jpg,2,1,1
90,../input/data/train/images/000016_female_Asian_58/mask1.jpg,0,1,1
91,../input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,1,1,1
92,../input/data/train/images/000018_female_Asian_59/mask5.jpg,0,1,1
93,../input/data/train/images/000018_female_Asian_59/mask4.jpg,0,1,1
94,../input/data/train/images/000018_female_Asian_59/mask2.jpg,0,1,1
95,../input/data/train/images/000018_female_Asian_59/mask3.jpg,0,1,1
96,../input/data/train/images/000018_female_Asian_59/normal.jpg,2,1,1
97,../input/data/train/images/000018_female_Asian_59/mask1.jpg,0,1,1
98,../input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,1,1,1
99,../input/data/train/images/000019_female_Asian_57/mask5.jpg,0,1,1
100,../input/data/train/images/000019_female_Asian_57/mask4.jpg,0,1,1
101,../input/data/train/images/000019_female_Asian_57/mask2.jpg,0,1,1
102,../input/data/train/images/000019_female_Asian_57/mask3.jpg,0,1,1
103,../input/data/train/images/000019_female_Asian_57/normal.jpg,2,1,1
104,../input/data/train/images/000019_female_Asian_57/mask1.jpg,0,1,1
105,../input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,1,1,1
106,../input/data/train/images/000020_female_Asian_50/mask5.jpg,0,1,1
107,../input/data/train/images/000020_female_Asian_50/mask4.jpg,0,1,1
108,../input/data/train/images/000020_female_Asian_50/mask2.jpg,0,1,1
109,../input/data/train/images/000020_female_Asian_50/mask3.jpg,0,1,1
110,../input/data/train/images/000020_female_Asian_50/normal.jpg,2,1,1
111,../input/data/train/images/000020_female_Asian_50/mask1.jpg,0,1,1
112,../input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,1,1,1
113,../input/data/train/images/000021_female_Asian_54/mask5.jpg,0,1,1
114,../input/data/train/images/000021_female_Asian_54/mask4.jpg,0,1,1
115,../input/data/train/images/000021_female_Asian_54/mask2.jpg,0,1,1
116,../input/data/train/images/000021_female_Asian_54/mask3.jpg,0,1,1
117,../input/data/train/images/000021_female_Asian_54/normal.jpg,2,1,1
118,../input/data/train/images/000021_female_Asian_54/mask1.jpg,0,1,1
119,../input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,1,1,1
120,../input/data/train/images/000022_female_Asian_58/mask5.jpg,0,1,1
121,../input/data/train/images/000022_female_Asian_58/mask4.jpg,0,1,1
122,../input/data/train/images/000022_female_Asian_58/mask2.jpg,0,1,1
123,../input/data/train/images/000022_female_Asian_58/mask3.jpg,0,1,1
124,../input/data/train/images/000022_female_Asian_58/normal.jpg,2,1,1
125,../input/data/train/images/000022_female_Asian_58/mask1.jpg,0,1,1
126,../input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,1,1,1
127,../input/data/train/images/000023_female_Asian_55/mask5.jpg,0,1,1
128,../input/data/train/images/000023_female_Asian_55/mask4.jpg,0,1,1
129,../input/data/train/images/000023_female_Asian_55/mask2.jpg,0,1,1
130,../input/data/train/images/000023_female_Asian_55/mask3.jpg,0,1,1
131,../input/data/train/images/000023_female_Asian_55/normal.jpg,2,1,1
132,../input/data/train/images/000023_female_Asian_55/mask1.jpg,0,1,1
133,../input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,1,1,1
134,../input/data/train/images/000024_female_Asian_58/mask5.jpg,0,1,1
135,../input/data/train/images/000024_female_Asian_58/mask4.jpg,0,1,1
136,../input/data/train/images/000024_female_Asian_58/mask2.jpg,0,1,1
137,../input/data/train/images/000024_female_Asian_58/mask3.jpg,0,1,1
138,../input/data/train/images/000024_female_Asian_58/normal.jpg,2,1,1
139,../input/data/train/images/000024_female_Asian_58/mask1.jpg,0,1,1
140,../input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,1,1,1
141,../input/data/train/images/000025_female_Asian_49/mask5.jpg,0,1,1
142,../input/data/train/images/000025_female_Asian_49/mask4.jpg,0,1,1
143,../input/data/train/images/000025_female_Asian_49/mask2.jpg,0,1,1
144,../input/data/train/images/000025_female_Asian_49/mask3.jpg,0,1,1
145,../input/data/train/images/000025_female_Asian_49/normal.jpg,2,1,1
146,../input/data/train/images/000025_female_Asian_49/mask1.jpg,0,1,1
147,../input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,1,1,1
148,../input/data/train/images/000026_female_Asian_56/mask5.jpg,0,1,1
149,../input/data/train/images/000026_female_Asian_56/mask4.jpg,0,1,1
150,../input/data/train/images/000026_female_Asian_56/mask2.jpg,0,1,1
151,../input/data/train/images/000026_female_Asian_56/mask3.jpg,0,1,1
152,../input/data/train/images/000026_female_Asian_56/normal.jpg,2,1,1
153,../input/data/train/images/000026_female_Asian_56/mask1.jpg,0,1,1
154,../input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,1,1,1
155,../input/data/train/images/000028_female_Asian_58/mask5.jpg,0,1,1
156,../input/data/train/images/000028_female_Asian_58/mask4.jpg,0,1,1
157,../input/data/train/images/000028_female_Asian_58/mask2.jpg,0,1,1
158,../input/data/train/images/000028_female_Asian_58/mask3.jpg,0,1,1
159,../input/data/train/images/000028_female_Asian_58/normal.jpg,2,1,1
160,../input/data/train/images/000028_female_Asian_58/mask1.jpg,0,1,1
161,../input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,1,1,1
162,../input/data/train/images/000029_female_Asian_58/mask5.jpg,0,1,1
163,../input/data/train/images/000029_female_Asian_58/mask4.jpg,0,1,1
164,../input/data/train/images/000029_female_Asian_58/mask2.jpg,0,1,1
165,../input/data/train/images/000029_female_Asian_58/mask3.jpg,0,1,1
166,../input/data/train/images/000029_female_Asian_58/normal.jpg,2,1,1
167,../input/data/train/images/000029_female_Asian_58/mask1.jpg,0,1,1
168,../input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,1,1,1
169,../input/data/train/images/000030_female_Asian_55/mask5.jpg,0,1,1
170,../input/data/train/images/000030_female_Asian_55/mask4.jpg,0,1,1
171,../input/data/train/images/000030_female_Asian_55/mask2.jpg,0,1,1
172,../input/data/train/images/000030_female_Asian_55/mask3.jpg,0,1,1
173,../input/data/train/images/000030_female_Asian_55/normal.jpg,2,1,1
174,../input/data/train/images/000030_female_Asian_55/mask1.jpg,0,1,1
175,../input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,1,1,1
176,../input/data/train/images/000031_female_Asian_54/mask5.jpg,0,1,1
177,../input/data/train/images/000031_female_Asian_54/mask4.jpg,0,1,1
178,../input/data/train/images/000031_female_Asian_54/mask2.jpg,0,1,1
179,../input/data/train/images/000031_female_Asian_54/mask3.jpg,0,1,1
180,../input/data/train/images/000031_female_Asian_54/normal.jpg,2,1,1
181,../input/data/train/images/000031_female_Asian_54/mask1.jpg,0,1,1
182,../input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,1,0,1
183,../input/data/train/images/000033_male_Asian_57/mask5.jpg,0,0,1
184,../input/data/train/images/000033_male_Asian_57/mask4.jpg,0,0,1
185,../input/data/train/images/000033_male_Asian_57/mask2.jpg,0,0,1
186,../input/data/train/images/000033_male_Asian_57/mask3.jpg,0,0,1
187,../input/data/train/images/000033_male_Asian_57/normal.jpg,2,0,1
188,../input/data/train/images/000033_male_Asian_57/mask1.jpg,0,0,1
189,../input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,1,1,1
190,../input/data/train/images/000034_female_Asian_55/mask5.jpg,0,1,1
191,../input/data/train/images/000034_female_Asian_55/mask4.jpg,0,1,1
192,../input/data/train/images/000034_female_Asian_55/mask2.jpg,0,1,1
193,../input/data/train/images/000034_female_Asian_55/mask3.jpg,0,1,1
194,../input/data/train/images/000034_female_Asian_55/normal.jpg,2,1,1
195,../input/data/train/images/000034_female_Asian_55/mask1.jpg,0,1,1
196,../input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,1,1,1
197,../input/data/train/images/000036_female_Asian_58/mask5.jpg,0,1,1
198,../input/data/train/images/000036_female_Asian_58/mask4.jpg,0,1,1
199,../input/data/train/images/000036_female_Asian_58/mask2.jpg,0,1,1
200,../input/data/train/images/000036_female_Asian_58/mask3.jpg,0,1,1
201,../input/data/train/images/000036_female_Asian_58/normal.jpg,2,1,1
202,../input/data/train/images/000036_female_Asian_58/mask1.jpg,0,1,1
203,../input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,1,1,1
204,../input/data/train/images/000037_female_Asian_58/mask5.jpg,0,1,1
205,../input/data/train/images/000037_female_Asian_58/mask4.jpg,0,1,1
206,../input/data/train/images/000037_female_Asian_58/mask2.jpg,0,1,1
207,../input/data/train/images/000037_female_Asian_58/mask3.jpg,0,1,1
208,../input/data/train/images/000037_female_Asian_58/normal.jpg,2,1,1
209,../input/data/train/images/000037_female_Asian_58/mask1.jpg,0,1,1
210,../input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,1,1,1
211,../input/data/train/images/000038_female_Asian_58/mask5.jpg,0,1,1
212,../input/data/train/images/000038_female_Asian_58/mask4.jpg,0,1,1
213,../input/data/train/images/000038_female_Asian_58/mask2.jpg,0,1,1
214,../input/data/train/images/000038_female_Asian_58/mask3.jpg,0,1,1
215,../input/data/train/images/000038_female_Asian_58/normal.jpg,2,1,1
216,../input/data/train/images/000038_female_Asian_58/mask1.jpg,0,1,1
217,../input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,1,1,1
218,../input/data/train/images/000039_female_Asian_57/mask5.jpg,0,1,1
219,../input/data/train/images/000039_female_Asian_57/mask4.jpg,0,1,1
220,../input/data/train/images/000039_female_Asian_57/mask2.jpg,0,1,1
221,../input/data/train/images/000039_female_Asian_57/mask3.jpg,0,1,1
222,../input/data/train/images/000039_female_Asian_57/normal.jpg,2,1,1
223,../input/data/train/images/000039_female_Asian_57/mask1.jpg,0,1,1
224,../input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,1,1,1
225,../input/data/train/images/000040_female_Asian_57/mask5.jpg,0,1,1
226,../input/data/train/images/000040_female_Asian_57/mask4.jpg,0,1,1
227,../input/data/train/images/000040_female_Asian_57/mask2.jpg,0,1,1
228,../input/data/train/images/000040_female_Asian_57/mask3.jpg,0,1,1
229,../input/data/train/images/000040_female_Asian_57/normal.jpg,2,1,1
230,../input/data/train/images/000040_female_Asian_57/mask1.jpg,0,1,1
231,../input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,1,1,1
232,../input/data/train/images/000041_female_Asian_58/mask5.jpg,0,1,1
233,../input/data/train/images/000041_female_Asian_58/mask4.jpg,0,1,1
234,../input/data/train/images/000041_female_Asian_58/mask2.jpg,0,1,1
235,../input/data/train/images/000041_female_Asian_58/mask3.jpg,0,1,1
236,../input/data/train/images/000041_female_Asian_58/normal.jpg,2,1,1
237,../input/data/train/images/000041_female_Asian_58/mask1.jpg,0,1,1
238,../input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,1,0,1
239,../input/data/train/images/000043_male_Asian_56/mask5.jpg,0,0,1
240,../input/data/train/images/000043_male_Asian_56/mask4.jpg,0,0,1
241,../input/data/train/images/000043_male_Asian_56/mask2.jpg,0,0,1
242,../input/data/train/images/000043_male_Asian_56/mask3.jpg,0,0,1
243,../input/data/train/images/000043_male_Asian_56/normal.jpg,2,0,1
244,../input/data/train/images/000043_male_Asian_56/mask1.jpg,0,0,1
245,../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,1,1,1
246,../input/data/train/images/000044_female_Asian_58/mask5.jpg,0,1,1
247,../input/data/train/images/000044_female_Asian_58/mask4.jpg,0,1,1
248,../input/data/train/images/000044_female_Asian_58/mask2.jpg,0,1,1
249,../input/data/train/images/000044_female_Asian_58/mask3.jpg,0,1,1
250,../input/data/train/images/000044_female_Asian_58/normal.jpg,2,1,1
251,../input/data/train/images/000044_female_Asian_58/mask1.jpg,0,1,1
252,../input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,1,1,1
253,../input/data/train/images/000045_female_Asian_56/mask5.jpg,0,1,1
254,../input/data/train/images/000045_female_Asian_56/mask4.jpg,0,1,1
255,../input/data/train/images/000045_female_Asian_56/mask2.jpg,0,1,1
256,../input/data/train/images/000045_female_Asian_56/mask3.jpg,0,1,1
257,../input/data/train/images/000045_female_Asian_56/normal.jpg,2,1,1
258,../input/data/train/images/000045_female_Asian_56/mask1.jpg,0,1,1
259,../input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,1,0,1
260,../input/data/train/images/000046_male_Asian_55/mask5.jpg,0,0,1
261,../input/data/train/images/000046_male_Asian_55/mask4.jpg,0,0,1
262,../input/data/train/images/000046_male_Asian_55/mask2.jpg,0,0,1
263,../input/data/train/images/000046_male_Asian_55/mask3.jpg,0,0,1
264,../input/data/train/images/000046_male_Asian_55/normal.jpg,2,0,1
265,../input/data/train/images/000046_male_Asian_55/mask1.jpg,0,0,1
266,../input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,1,0,1
267,../input/data/train/images/000047_male_Asian_58/mask5.jpg,0,0,1
268,../input/data/train/images/000047_male_Asian_58/mask4.jpg,0,0,1
269,../input/data/train/images/000047_male_Asian_58/mask2.jpg,0,0,1
270,../input/data/train/images/000047_male_Asian_58/mask3.jpg,0,0,1
271,../input/data/train/images/000047_male_Asian_58/normal.jpg,2,0,1
272,../input/data/train/images/000047_male_Asian_58/mask1.jpg,0,0,1
273,../input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,1,1,1
274,../input/data/train/images/000048_female_Asian_57/mask5.jpg,0,1,1
275,../input/data/train/images/000048_female_Asian_57/mask4.jpg,0,1,1
276,../input/data/train/images/000048_female_Asian_57/mask2.jpg,0,1,1
277,../input/data/train/images/000048_female_Asian_57/mask3.jpg,0,1,1
278,../input/data/train/images/000048_female_Asian_57/normal.jpg,2,1,1
279,../input/data/train/images/000048_female_Asian_57/mask1.jpg,0,1,1
280,../input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,1,1,1
281,../input/data/train/images/000062_female_Asian_55/mask5.jpg,0,1,1
282,../input/data/train/images/000062_female_Asian_55/mask4.jpg,0,1,1
283,../input/data/train/images/000062_female_Asian_55/mask2.jpg,0,1,1
284,../input/data/train/images/000062_female_Asian_55/mask3.jpg,0,1,1
285,../input/data/train/images/000062_female_Asian_55/normal.jpg,2,1,1
286,../input/data/train/images/000062_female_Asian_55/mask1.jpg,0,1,1
287,../input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,1,0,1
288,../input/data/train/images/000064_male_Asian_59/mask5.jpg,0,0,1
289,../input/data/train/images/000064_male_Asian_59/mask4.jpg,0,0,1
290,../input/data/train/images/000064_male_Asian_59/mask2.jpg,0,0,1
291,../input/data/train/images/000064_male_Asian_59/mask3.jpg,0,0,1
292,../input/data/train/images/000064_male_Asian_59/normal.jpg,2,0,1
293,../input/data/train/images/000064_male_Asian_59/mask1.jpg,0,0,1
294,../input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,1,1,1
295,../input/data/train/images/000066_female_Asian_53/mask5.jpg,0,1,1
296,../input/data/train/images/000066_female_Asian_53/mask4.jpg,0,1,1
297,../input/data/train/images/000066_female_Asian_53/mask2.jpg,0,1,1
298,../input/data/train/images/000066_female_Asian_53/mask3.jpg,0,1,1
299,../input/data/train/images/000066_female_Asian_53/normal.jpg,2,1,1
300,../input/data/train/images/000066_female_Asian_53/mask1.jpg,0,1,1
301,../input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,1,1,1
302,../input/data/train/images/000067_female_Asian_54/mask5.jpg,0,1,1
303,../input/data/train/images/000067_female_Asian_54/mask4.jpg,0,1,1
304,../input/data/train/images/000067_female_Asian_54/mask2.jpg,0,1,1
305,../input/data/train/images/000067_female_Asian_54/mask3.jpg,0,1,1
306,../input/data/train/images/000067_female_Asian_54/normal.jpg,2,1,1
307,../input/data/train/images/000067_female_Asian_54/mask1.jpg,0,1,1
308,../input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,1,1,1
309,../input/data/train/images/000069_female_Asian_54/mask5.jpg,0,1,1
310,../input/data/train/images/000069_female_Asian_54/mask4.jpg,0,1,1
311,../input/data/train/images/000069_female_Asian_54/mask2.jpg,0,1,1
312,../input/data/train/images/000069_female_Asian_54/mask3.jpg,0,1,1
313,../input/data/train/images/000069_female_Asian_54/normal.jpg,2,1,1
314,../input/data/train/images/000069_female_Asian_54/mask1.jpg,0,1,1
315,../input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg,1,1,1
316,../input/data/train/images/000070_female_Asian_58/mask5.jpg,0,1,1
317,../input/data/train/images/000070_female_Asian_58/mask4.jpg,0,1,1
318,../input/data/train/images/000070_female_Asian_58/mask2.jpg,0,1,1
319,../input/data/train/images/000070_female_Asian_58/mask3.jpg,0,1,1
320,../input/data/train/images/000070_female_Asian_58/normal.jpg,2,1,1
321,../input/data/train/images/000070_female_Asian_58/mask1.jpg,0,1,1
322,../input/data/train/images/000071_female_Asian_56/incorrect_mask.jpg,1,1,1
323,../input/data/train/images/000071_female_Asian_56/mask5.jpg,0,1,1
324,../input/data/train/images/000071_female_Asian_56/mask4.jpg,0,1,1
325,../input/data/train/images/000071_female_Asian_56/mask2.jpg,0,1,1
326,../input/data/train/images/000071_female_Asian_56/mask3.jpg,0,1,1
327,../input/data/train/images/000071_female_Asian_56/normal.jpg,2,1,1
328,../input/data/train/images/000071_female_Asian_56/mask1.jpg,0,1,1
329,../input/data/train/images/000073_female_Asian_52/incorrect_mask.jpg,1,1,1
330,../input/data/train/images/000073_female_Asian_52/mask5.jpg,0,1,1
331,../input/data/train/images/000073_female_Asian_52/mask4.jpg,0,1,1
332,../input/data/train/images/000073_female_Asian_52/mask2.jpg,0,1,1
333,../input/data/train/images/000073_female_Asian_52/mask3.jpg,0,1,1
334,../input/data/train/images/000073_female_Asian_52/normal.jpg,2,1,1
335,../input/data/train/images/000073_female_Asian_52/mask1.jpg,0,1,1
336,../input/data/train/images/000075_female_Asian_56/incorrect_mask.jpg,1,1,1
337,../input/data/train/images/000075_female_Asian_56/mask5.jpg,0,1,1
338,../input/data/train/images/000075_female_Asian_56/mask4.jpg,0,1,1
339,../input/data/train/images/000075_female_Asian_56/mask2.jpg,0,1,1
340,../input/data/train/images/000075_female_Asian_56/mask3.jpg,0,1,1
341,../input/data/train/images/000075_female_Asian_56/normal.jpg,2,1,1
342,../input/data/train/images/000075_female_Asian_56/mask1.jpg,0,1,1
343,../input/data/train/images/000077_male_Asian_59/incorrect_mask.jpg,1,0,1
344,../input/data/train/images/000077_male_Asian_59/mask5.jpg,0,0,1
345,../input/data/train/images/000077_male_Asian_59/mask4.jpg,0,0,1
346,../input/data/train/images/000077_male_Asian_59/mask2.jpg,0,0,1
347,../input/data/train/images/000077_male_Asian_59/mask3.jpg,0,0,1
348,../input/data/train/images/000077_male_Asian_59/normal.jpg,2,0,1
349,../input/data/train/images/000077_male_Asian_59/mask1.jpg,0,0,1
350,../input/data/train/images/000078_female_Asian_55/incorrect_mask.jpg,1,1,1
351,../input/data/train/images/000078_female_Asian_55/mask5.jpg,0,1,1
352,../input/data/train/images/000078_female_Asian_55/mask4.jpg,0,1,1
353,../input/data/train/images/000078_female_Asian_55/mask2.jpg,0,1,1
354,../input/data/train/images/000078_female_Asian_55/mask3.jpg,0,1,1
355,../input/data/train/images/000078_female_Asian_55/normal.jpg,2,1,1
356,../input/data/train/images/000078_female_Asian_55/mask1.jpg,0,1,1
357,../input/data/train/images/000079_female_Asian_57/incorrect_mask.jpg,1,1,1
358,../input/data/train/images/000079_female_Asian_57/mask5.jpg,0,1,1
359,../input/data/train/images/000079_female_Asian_57/mask4.jpg,0,1,1
360,../input/data/train/images/000079_female_Asian_57/mask2.jpg,0,1,1
361,../input/data/train/images/000079_female_Asian_57/mask3.jpg,0,1,1
362,../input/data/train/images/000079_female_Asian_57/normal.jpg,2,1,1
363,../input/data/train/images/000079_female_Asian_57/mask1.jpg,0,1,1
364,../input/data/train/images/000080_female_Asian_57/incorrect_mask.jpg,1,1,1
365,../input/data/train/images/000080_female_Asian_57/mask5.jpg,0,1,1
366,../input/data/train/images/000080_female_Asian_57/mask4.jpg,0,1,1
367,../input/data/train/images/000080_female_Asian_57/mask2.jpg,0,1,1
368,../input/data/train/images/000080_female_Asian_57/mask3.jpg,0,1,1
369,../input/data/train/images/000080_female_Asian_57/normal.jpg,2,1,1
370,../input/data/train/images/000080_female_Asian_57/mask1.jpg,0,1,1
371,../input/data/train/images/000206_female_Asian_57/incorrect_mask.jpg,1,1,1
372,../input/data/train/images/000206_female_Asian_57/mask5.jpg,0,1,1
373,../input/data/train/images/000206_female_Asian_57/mask4.jpg,0,1,1
374,../input/data/train/images/000206_female_Asian_57/mask2.jpg,0,1,1
375,../input/data/train/images/000206_female_Asian_57/mask3.jpg,0,1,1
376,../input/data/train/images/000206_female_Asian_57/normal.jpg,2,1,1
377,../input/data/train/images/000206_female_Asian_57/mask1.jpg,0,1,1
378,../input/data/train/images/000207_female_Asian_56/incorrect_mask.jpg,1,1,1
379,../input/data/train/images/000207_female_Asian_56/mask5.jpg,0,1,1
380,../input/data/train/images/000207_female_Asian_56/mask4.jpg,0,1,1
381,../input/data/train/images/000207_female_Asian_56/mask2.jpg,0,1,1
382,../input/data/train/images/000207_female_Asian_56/mask3.jpg,0,1,1
